acct_bal,dur_months,cred_hist,purpose,cred_amt,savings,emp_dur,property,age,target
-0.4667505136719217,2.2002604193761575,-0.5095402155356838,0.045710325860749315,0.23323294360207847,1.852037026409185,0.5094107246103391,0.5814121174820407,0.4899834829379907,1
1.1231539124611447,-0.02543653664018688,1.3481584869381638,-0.3138090910215484,-0.3647043975436457,-0.6862418154634131,-1.1338496773584965,-0.37172250134097706,-1.123657887950322,1
1.1231539124611447,0.22186312513940695,0.41930913570123995,2.202826827154536,0.1922153613590838,-0.6862418154634131,-0.3122194763740787,1.5345467363050584,-0.31683720250616565,1
-0.4667505136719217,-0.4376026396061766,1.3481584869381638,-1.032847924786144,-0.7582610271682412,-0.6862418154634131,-1.9554798783429144,0.5814121174820407,2.9104455392704596,1
-0.4667505136719217,-0.2727361984197807,1.3481584869381638,0.045710325860749315,-0.7335090378836755,-0.6862418154634131,-0.3122194763740787,0.5814121174820407,-0.22719045967903714,0
1.1231539124611447,-0.7673355219789684,1.3481584869381638,0.045710325860749315,-0.8919217693048963,1.852037026409185,1.331040925594757,-0.37172250134097706,-0.22719045967903714,0
1.1231539124611447,0.22186312513940695,0.41930913570123995,-1.032847924786144,-0.9202097570586857,1.852037026409185,1.331040925594757,0.5814121174820407,1.6553911396906609,1
-1.2617027267384548,1.2110617722577823,-0.5095402155356838,-0.3138090910215484,0.044764225192456354,-0.6862418154634131,1.331040925594757,0.5814121174820407,0.5796302257651191,0
-1.2617027267384548,-0.4376026396061766,1.3481584869381638,-1.032847924786144,-0.24554124913080771,-0.6862418154634131,1.331040925594757,-0.37172250134097706,0.6692769685922476,0
1.1231539124611447,-1.261934845538156,1.3481584869381638,-1.032847924786144,-1.0457377027161263,-0.05167210499526359,-0.3122194763740787,0.5814121174820407,1.476097654036404,1
-1.2617027267384548,0.7164624486985947,-2.3672389180095315,-0.3138090910215484,0.4468072511431887,-0.6862418154634131,-0.3122194763740787,-1.3248571201639947,-0.31683720250616565,1
1.1231539124611447,-1.4268012867245519,1.3481584869381638,0.045710325860749315,-0.6422802773777045,-0.6862418154634131,0.5094107246103391,-1.3248571201639947,0.5796302257651191,1
-1.2617027267384548,0.22186312513940695,-0.5095402155356838,-0.3138090910215484,-0.33959880841215756,-0.05167210499526359,-1.9554798783429144,-0.37172250134097706,-0.22719045967903714,0
-0.4667505136719217,0.7164624486985947,1.3481584869381638,-1.032847924786144,-0.4025395811643391,1.852037026409185,1.331040925594757,-1.3248571201639947,0.04174976880234829,1
1.1231539124611447,1.2110617722577823,-0.5095402155356838,-0.6733285079038461,0.4832280353761926,-0.6862418154634131,-0.3122194763740787,1.5345467363050584,-0.31683720250616565,1
-0.4667505136719217,0.22186312513940695,1.3481584869381638,1.1242685765076426,0.8569830735731355,-0.6862418154634131,-1.1338496773584965,1.5345467363050584,-1.0340111451231935,1
1.1231539124611447,-0.02543653664018688,-0.5095402155356838,2.202826827154536,-0.6178818879400612,1.2174673159410354,1.331040925594757,-1.3248571201639947,0.04174976880234829,1
1.1231539124611447,2.2002604193761575,1.3481584869381638,2.202826827154536,1.5238723848687215,1.852037026409185,1.331040925594757,0.5814121174820407,0.938217197073633,1
1.1231539124611447,1.2110617722577823,1.3481584869381638,-0.6733285079038461,2.7349518605778314,1.852037026409185,-0.3122194763740787,0.5814121174820407,-0.4961306881604226,1
-1.2617027267384548,0.22186312513940695,-1.4383895667726077,-0.3138090910215484,-0.29575242739378393,0.5828976054728859,-0.3122194763740787,-1.3248571201639947,-1.2133046307774504,1
1.1231539124611447,-0.5200358601993745,-0.5095402155356838,0.045710325860749315,-0.4739667502426574,1.852037026409185,1.331040925594757,0.5814121174820407,-0.047896974024780194,1
1.1231539124611447,-0.7673355219789684,-0.5095402155356838,2.202826827154536,-0.6284898833477321,-0.6862418154634131,0.5094107246103391,0.5814121174820407,0.04174976880234829,1
0.3282016993946115,0.22186312513940695,-0.5095402155356838,-0.3138090910215484,0.15190497880993384,-0.6862418154634131,-1.1338496773584965,0.5814121174820407,-0.8547176594689365,1
1.1231539124611447,-1.261934845538156,-0.5095402155356838,1.843307410272238,-0.735984236812132,1.852037026409185,-1.9554798783429144,-0.37172250134097706,0.04174976880234829,1
-1.2617027267384548,-1.261934845538156,1.3481584869381638,-0.3138090910215484,0.022841034683269545,-0.6862418154634131,-0.3122194763740787,-1.3248571201639947,0.7589237114193761,0
1.1231539124611447,-0.7673355219789684,1.3481584869381638,0.045710325860749315,-0.7352770371182873,1.852037026409185,1.331040925594757,-1.3248571201639947,0.22104325445660525,1
1.1231539124611447,-0.2727361984197807,1.3481584869381638,-0.6733285079038461,-0.031966941589697484,1.852037026409185,-1.9554798783429144,1.5345467363050584,0.22104325445660525,1
1.1231539124611447,-0.7673355219789684,1.3481584869381638,2.202826827154536,-0.7547250286990175,-0.6862418154634131,-0.3122194763740787,-1.3248571201639947,-0.765070916641808,1
-1.2617027267384548,1.70566109581697,1.3481584869381638,0.7647491596253448,0.026377033152493224,-0.6862418154634131,-1.9554798783429144,0.5814121174820407,2.641505310789074,1
1.1231539124611447,-0.2727361984197807,-0.5095402155356838,0.045710325860749315,-0.6599602697238229,-0.6862418154634131,-1.1338496773584965,-1.3248571201639947,-0.8547176594689365,1
-1.2617027267384548,0.7164624486985947,-0.5095402155356838,-0.3138090910215484,0.10699779825079311,1.2174673159410354,1.331040925594757,-0.37172250134097706,1.9243313681720464,1
1.1231539124611447,2.2002604193761575,1.3481584869381638,-0.6733285079038461,-0.20098766841858937,1.852037026409185,1.331040925594757,0.5814121174820407,0.22104325445660525,1
1.1231539124611447,-0.02543653664018688,0.41930913570123995,-0.6733285079038461,-0.11541650546337631,-0.6862418154634131,-0.3122194763740787,-1.3248571201639947,-0.6754241738146796,1
-1.2617027267384548,-0.7673355219789684,-0.5095402155356838,-0.3138090910215484,-0.262160441936159,-0.6862418154634131,-1.9554798783429144,1.5345467363050584,1.7450378825177895,1
-1.2617027267384548,-0.2727361984197807,1.3481584869381638,-0.3138090910215484,-0.8028146078804596,-0.6862418154634131,-1.1338496773584965,-0.37172250134097706,-1.302951373604579,1
